order_id,order_date,category,product_name,unit_price,quantity,payment_method,payment_status,total_sales,order_month,order_day
ORD-10633,2026-04-28 23:00:00,Accessories,Headphone Bluetooth,450000,3,Midtrans - Bank Transfer,Paid,1350000,2026-04,Tuesday
ORD-10634,2026-07-30 23:00:00,Electronics,Laptop,8500000,2,Midtrans - Bank Transfer,Paid,17000000,2026-07,Thursday
ORD-10635,2026-01-15 21:00:00,Gadgets,Smartwatch,1200000,2,Midtrans - Bank Transfer,Paid,2400000,2026-01,Thursday
ORD-10636,2026-05-06 19:00:00,Home & Living,Lampu Meja,150000,1,Midtrans - QRIS,Paid,150000,2026-05,Wednesday
ORD-10637,2026-01-28 19:00:00,Electronics,Laptop,8500000,3,Midtrans - QRIS,Paid,25500000,2026-01,Wednesday
ORD-10638,2026-07-06 04:00:00,Fashion,Kemeja Casual,250000,2,Credit Card,Paid,500000,2026-07,Monday
ORD-10639,2026-08-02 15:00:00,Electronics,Laptop,8500000,1,E-Wallet,Paid,8500000,2026-08,Sunday
ORD-10640,2026-02-17 17:00:00,Home & Living,Lampu Meja,150000,2,Midtrans - Bank Transfer,Paid,300000,2026-02,Tuesday
ORD-10641,2026-06-24 09:00:00,Accessories,Headphone Bluetooth,450000,2,Credit Card,Paid,900000,2026-06,Wednesday
ORD-10642,2026-06-04 23:00:00,Electronics,Laptop,8500000,2,Midtrans - QRIS,Paid,17000000,2026-06,Thursday
ORD-10643,2026-04-25 09:00:00,Electronics,Laptop,8500000,2,Midtrans - QRIS,Paid,17000000,2026-04,Saturday
ORD-10644,2026-01-23 11:00:00,Gadgets,Smartwatch,1200000,2,Midtrans - Bank Transfer,Paid,2400000,2026-01,Friday
ORD-10645,2026-04-26 19:00:00,Fashion,Kemeja Casual,250000,1,Midtrans - Bank Transfer,Paid,250000,2026-04,Sunday
ORD-10646,2026-07-26 20:00:00,Gadgets,Smartwatch,1200000,3,Credit Card,Paid,3600000,2026-07,Sunday
ORD-10647,2026-06-22 08:00:00,Fashion,Kemeja Casual,250000,1,Credit Card,Paid,250000,2026-06,Monday
ORD-10648,2026-07-21 11:00:00,Gadgets,Smartwatch,1200000,2,Midtrans - QRIS,Failed,2400000,2026-07,Tuesday
ORD-10649,2026-06-07 07:00:00,Home & Living,Lampu Meja,150000,3,Credit Card,Paid,450000,2026-06,Sunday
ORD-10650,2026-07-29 08:00:00,Gadgets,Smartwatch,1200000,3,Midtrans - Bank Transfer,Paid,3600000,2026-07,Wednesday
ORD-10651,2026-04-15 12:00:00,Gadgets,Smartwatch,1200000,3,E-Wallet,Paid,3600000,2026-04,Wednesday
ORD-10652,2026-04-26 19:00:00,Fashion,Kemeja Casual,250000,2,Midtrans - Bank Transfer,Paid,500000,2026-04,Sunday
ORD-10653,2026-02-08 12:00:00,Home & Living,Lampu Meja,150000,2,Credit Card,Paid,300000,2026-02,Sunday
ORD-10654,2026-05-04 04:00:00,Electronics,Laptop,8500000,1,E-Wallet,Paid,8500000,2026-05,Monday
ORD-10655,2026-03-07 21:00:00,Electronics,Laptop,8500000,3,E-Wallet,Paid,25500000,2026-03,Saturday
ORD-10656,2026-05-19 12:00:00,Fashion,Kemeja Casual,250000,1,E-Wallet,Pending,250000,2026-05,Tuesday
ORD-10657,2026-07-06 21:00:00,Fashion,Kemeja Casual,250000,1,Midtrans - QRIS,Paid,250000,2026-07,Monday
ORD-10658,2026-01-11 15:00:00,Home & Living,Lampu Meja,150000,2,Credit Card,Paid,300000,2026-01,Sunday
ORD-10659,2026-07-20 04:00:00,Home & Living,Lampu Meja,150000,2,E-Wallet,Paid,300000,2026-07,Monday
ORD-10660,2026-03-18 14:00:00,Electronics,Laptop,8500000,1,E-Wallet,Paid,8500000,2026-03,Wednesday
ORD-10661,2026-03-23 00:00:00,Accessories,Headphone Bluetooth,450000,3,Midtrans - Bank Transfer,Paid,1350000,2026-03,Monday
ORD-10662,2026-01-01 09:00:00,Home & Living,Lampu Meja,150000,1,Midtrans - QRIS,Paid,150000,2026-01,Thursday
ORD-10663,2026-04-30 15:00:00,Accessories,Headphone Bluetooth,450000,2,Midtrans - QRIS,Paid,900000,2026-04,Thursday
ORD-10664,2026-02-03 05:00:00,Electronics,Laptop,8500000,2,Midtrans - QRIS,Paid,17000000,2026-02,Tuesday
ORD-10665,2026-07-27 04:00:00,Fashion,Kemeja Casual,250000,3,E-Wallet,Paid,750000,2026-07,Monday
ORD-10666,2026-08-02 12:00:00,Electronics,Laptop,8500000,3,Credit Card,Paid,25500000,2026-08,Sunday
ORD-10667,2026-02-12 07:00:00,Home & Living,Lampu Meja,150000,1,Credit Card,Paid,150000,2026-02,Thursday
ORD-10668,2026-03-18 00:00:00,Gadgets,Smartwatch,1200000,1,Credit Card,Paid,1200000,2026-03,Wednesday
ORD-10669,2026-07-06 05:00:00,Fashion,Kemeja Casual,250000,2,E-Wallet,Paid,500000,2026-07,Monday
ORD-10670,2026-05-11 16:00:00,Electronics,Laptop,8500000,1,Credit Card,Paid,8500000,2026-05,Monday
ORD-10671,2026-04-02 09:00:00,Gadgets,Smartwatch,1200000,3,E-Wallet,Paid,3600000,2026-04,Thursday
ORD-10672,2026-01-10 07:00:00,Electronics,Laptop,8500000,2,Midtrans - Bank Transfer,Paid,17000000,2026-01,Saturday
ORD-10673,2026-07-26 04:00:00,Fashion,Kemeja Casual,250000,3,Midtrans - Bank Transfer,Paid,750000,2026-07,Sunday
ORD-10674,2026-06-23 06:00:00,Fashion,Kemeja Casual,250000,1,Credit Card,Paid,250000,2026-06,Tuesday
ORD-10675,2026-06-13 13:00:00,Fashion,Kemeja Casual,250000,2,Midtrans - QRIS,Paid,500000,2026-06,Saturday
ORD-10676,2026-07-19 08:00:00,Gadgets,Smartwatch,1200000,3,Credit Card,Paid,3600000,2026-07,Sunday
ORD-10677,2026-06-16 16:00:00,Home & Living,Lampu Meja,150000,2,Midtrans - QRIS,Paid,300000,2026-06,Tuesday
ORD-10678,2026-03-10 01:00:00,Home & Living,Lampu Meja,150000,2,E-Wallet,Paid,300000,2026-03,Tuesday
ORD-10679,2026-03-31 16:00:00,Fashion,Kemeja Casual,250000,1,Midtrans - Bank Transfer,Paid,250000,2026-03,Tuesday
ORD-10680,2026-01-22 06:00:00,Home & Living,Lampu Meja,150000,1,Credit Card,Paid,150000,2026-01,Thursday
ORD-10681,2026-01-17 00:00:00,Gadgets,Smartwatch,1200000,1,Midtrans - QRIS,Paid,1200000,2026-01,Saturday
ORD-10682,2026-01-17 20:00:00,Fashion,Kemeja Casual,250000,3,Midtrans - Bank Transfer,Paid,750000,2026-01,Saturday
ORD-10683,2026-07-12 05:00:00,Fashion,Kemeja Casual,250000,3,Credit Card,Paid,750000,2026-07,Sunday
ORD-10684,2026-07-10 11:00:00,Fashion,Kemeja Casual,250000,2,E-Wallet,Paid,500000,2026-07,Friday
ORD-10685,2026-03-25 08:00:00,Gadgets,Smartwatch,1200000,2,Midtrans - QRIS,Paid,2400000,2026-03,Wednesday
ORD-10686,2026-04-25 20:00:00,Home & Living,Lampu Meja,150000,2,Midtrans - Bank Transfer,Paid,300000,2026-04,Saturday
ORD-10687,2026-03-11 12:00:00,Accessories,Headphone Bluetooth,450000,3,Midtrans - QRIS,Paid,1350000,2026-03,Wednesday
ORD-10688,2026-03-02 20:00:00,Gadgets,Smartwatch,1200000,3,Midtrans - Bank Transfer,Paid,3600000,2026-03,Monday
ORD-10689,2026-06-01 12:00:00,Fashion,Kemeja Casual,250000,1,Midtrans - Bank Transfer,Pending,250000,2026-06,Monday
ORD-10690,2026-04-24 12:00:00,Accessories,Headphone Bluetooth,450000,1,Midtrans - Bank Transfer,Paid,450000,2026-04,Friday
ORD-10691,2026-07-20 09:00:00,Gadgets,Smartwatch,1200000,1,Midtrans - QRIS,Paid,1200000,2026-07,Monday
ORD-10692,2026-06-24 02:00:00,Accessories,Headphone Bluetooth,450000,3,E-Wallet,Paid,1350000,2026-06,Wednesday
ORD-10693,2026-08-08 08:00:00,Gadgets,Smartwatch,1200000,1,Midtrans - Bank Transfer,Paid,1200000,2026-08,Saturday
ORD-10694,2026-03-27 08:00:00,Gadgets,Smartwatch,1200000,3,E-Wallet,Paid,3600000,2026-03,Friday
ORD-10695,2026-06-22 18:00:00,Electronics,Laptop,8500000,1,Midtrans - Bank Transfer,Paid,8500000,2026-06,Monday
ORD-10696,2026-07-19 04:00:00,Gadgets,Smartwatch,1200000,1,Midtrans - Bank Transfer,Paid,1200000,2026-07,Sunday
ORD-10697,2026-01-30 20:00:00,Accessories,Headphone Bluetooth,450000,2,Midtrans - QRIS,Paid,900000,2026-01,Friday
ORD-10698,2026-07-09 08:00:00,Fashion,Kemeja Casual,250000,3,E-Wallet,Paid,750000,2026-07,Thursday
ORD-10699,2026-07-27 08:00:00,Accessories,Headphone Bluetooth,450000,1,Midtrans - Bank Transfer,Paid,450000,2026-07,Monday
ORD-10700,2026-07-10 23:00:00,Accessories,Headphone Bluetooth,450000,3,Credit Card,Paid,1350000,2026-07,Friday
ORD-10701,2026-03-17 23:00:00,Accessories,Headphone Bluetooth,450000,2,Credit Card,Paid,900000,2026-03,Tuesday
ORD-10702,2026-03-28 17:00:00,Home & Living,Lampu Meja,150000,2,Midtrans - Bank Transfer,Paid,300000,2026-03,Saturday
ORD-10703,2026-05-23 11:00:00,Electronics,Laptop,8500000,1,Credit Card,Paid,8500000,2026-05,Saturday
ORD-10704,2026-03-07 14:00:00,Accessories,Headphone Bluetooth,450000,2,E-Wallet,Paid,900000,2026-03,Saturday
ORD-10705,2026-01-11 09:00:00,Accessories,Headphone Bluetooth,450000,1,Credit Card,Paid,450000,2026-01,Sunday
ORD-10706,2026-01-29 01:00:00,Fashion,Kemeja Casual,250000,1,Midtrans - QRIS,Paid,250000,2026-01,Thursday
ORD-10707,2026-07-08 21:00:00,Electronics,Laptop,8500000,2,Midtrans - Bank Transfer,Paid,17000000,2026-07,Wednesday
ORD-10708,2026-04-01 05:00:00,Fashion,Kemeja Casual,250000,3,Midtrans - QRIS,Paid,750000,2026-04,Wednesday
ORD-10709,2026-02-02 02:00:00,Gadgets,Smartwatch,1200000,3,E-Wallet,Paid,3600000,2026-02,Monday
ORD-10710,2026-06-15 02:00:00,Fashion,Kemeja Casual,250000,3,Midtrans - QRIS,Paid,750000,2026-06,Monday
ORD-10711,2026-07-01 19:00:00,Home & Living,Lampu Meja,150000,2,Credit Card,Paid,300000,2026-07,Wednesday
ORD-10712,2026-03-24 16:00:00,Home & Living,Lampu Meja,150000,1,Midtrans - Bank Transfer,Paid,150000,2026-03,Tuesday
ORD-10713,2026-02-14 21:00:00,Electronics,Laptop,8500000,3,Credit Card,Paid,25500000,2026-02,Saturday
ORD-10714,2026-01-10 19:00:00,Fashion,Kemeja Casual,250000,1,Midtrans - Bank Transfer,Paid,250000,2026-01,Saturday
ORD-10715,2026-01-17 04:00:00,Home & Living,Lampu Meja,150000,1,Midtrans - QRIS,Paid,150000,2026-01,Saturday
ORD-10716,2026-05-07 13:00:00,Accessories,Headphone Bluetooth,450000,3,Midtrans - Bank Transfer,Paid,1350000,2026-05,Thursday
ORD-10717,2026-07-22 10:00:00,Accessories,Headphone Bluetooth,450000,1,Midtrans - Bank Transfer,Paid,450000,2026-07,Wednesday
ORD-10718,2026-03-19 00:00:00,Fashion,Kemeja Casual,250000,1,Credit Card,Paid,250000,2026-03,Thursday
ORD-10719,2026-07-16 15:00:00,Fashion,Kemeja Casual,250000,1,Credit Card,Paid,250000,2026-07,Thursday
ORD-10720,2026-04-28 06:00:00,Electronics,Laptop,8500000,3,Midtrans - Bank Transfer,Paid,25500000,2026-04,Tuesday
ORD-10721,2026-05-21 14:00:00,Electronics,Laptop,8500000,3,Midtrans - Bank Transfer,Paid,25500000,2026-05,Thursday
ORD-10722,2026-05-17 14:00:00,Home & Living,Lampu Meja,150000,3,Midtrans - Bank Transfer,Paid,450000,2026-05,Sunday
ORD-10723,2026-02-22 04:00:00,Fashion,Kemeja Casual,250000,1,Midtrans - QRIS,Paid,250000,2026-02,Sunday
ORD-10724,2026-06-15 21:00:00,Electronics,Laptop,8500000,1,Midtrans - Bank Transfer,Paid,8500000,2026-06,Monday
ORD-10725,2026-07-14 17:00:00,Electronics,Laptop,8500000,3,E-Wallet,Paid,25500000,2026-07,Tuesday
ORD-10726,2026-03-30 10:00:00,Electronics,Laptop,8500000,3,Midtrans - QRIS,Paid,25500000,2026-03,Monday
ORD-10727,2026-07-08 18:00:00,Home & Living,Lampu Meja,150000,2,Midtrans - Bank Transfer,Paid,300000,2026-07,Wednesday
ORD-10728,2026-03-31 14:00:00,Home & Living,Lampu Meja,150000,3,Midtrans - Bank Transfer,Paid,450000,2026-03,Tuesday
ORD-10729,2026-07-22 11:00:00,Electronics,Laptop,8500000,2,Credit Card,Paid,17000000,2026-07,Wednesday
ORD-10730,2026-02-25 09:00:00,Fashion,Kemeja Casual,250000,2,Midtrans - QRIS,Paid,500000,2026-02,Wednesday
ORD-10731,2026-02-26 14:00:00,Electronics,Laptop,8500000,3,E-Wallet,Paid,25500000,2026-02,Thursday
ORD-10732,2026-04-14 10:00:00,Electronics,Laptop,8500000,1,Midtrans - QRIS,Paid,8500000,2026-04,Tuesday
ORD-10733,2026-07-09 06:00:00,Accessories,Headphone Bluetooth,450000,2,Credit Card,Paid,900000,2026-07,Thursday
ORD-10734,2026-03-26 01:00:00,Accessories,Headphone Bluetooth,450000,3,Midtrans - QRIS,Paid,1350000,2026-03,Thursday
ORD-10735,2026-02-25 11:00:00,Home & Living,Lampu Meja,150000,3,Midtrans - QRIS,Paid,450000,2026-02,Wednesday
ORD-10736,2026-07-01 00:00:00,Home & Living,Lampu Meja,150000,3,Midtrans - QRIS,Paid,450000,2026-07,Wednesday
ORD-10737,2026-06-27 13:00:00,Gadgets,Smartwatch,1200000,3,Midtrans - QRIS,Paid,3600000,2026-06,Saturday
ORD-10738,2026-02-26 14:00:00,Home & Living,Lampu Meja,150000,2,Credit Card,Paid,300000,2026-02,Thursday
ORD-10739,2026-08-02 03:00:00,Electronics,Laptop,8500000,1,E-Wallet,Paid,8500000,2026-08,Sunday
ORD-10740,2026-07-13 05:00:00,Fashion,Kemeja Casual,250000,1,E-Wallet,Paid,250000,2026-07,Monday
ORD-10741,2026-07-22 06:00:00,Electronics,Laptop,8500000,1,Midtrans - QRIS,Paid,8500000,2026-07,Wednesday
ORD-10742,2026-05-13 09:00:00,Accessories,Headphone Bluetooth,450000,2,Credit Card,Paid,900000,2026-05,Wednesday
ORD-10743,2026-03-30 16:00:00,Gadgets,Smartwatch,1200000,1,Credit Card,Paid,1200000,2026-03,Monday
ORD-10744,2026-04-01 20:00:00,Gadgets,Smartwatch,1200000,1,Credit Card,Paid,1200000,2026-04,Wednesday
ORD-10745,2026-07-23 20:00:00,Electronics,Laptop,8500000,3,E-Wallet,Paid,25500000,2026-07,Thursday
ORD-10746,2026-01-06 17:00:00,Fashion,Kemeja Casual,250000,1,E-Wallet,Paid,250000,2026-01,Tuesday
ORD-10747,2026-05-25 16:00:00,Home & Living,Lampu Meja,150000,1,E-Wallet,Paid,150000,2026-05,Monday
ORD-10748,2026-04-29 00:00:00,Fashion,Kemeja Casual,250000,1,Midtrans - Bank Transfer,Paid,250000,2026-04,Wednesday
ORD-10749,2026-05-30 03:00:00,Fashion,Kemeja Casual,250000,2,Midtrans - Bank Transfer,Paid,500000,2026-05,Saturday
ORD-10750,2026-05-07 07:00:00,Home & Living,Lampu Meja,150000,1,E-Wallet,Paid,150000,2026-05,Thursday
ORD-10751,2026-06-23 12:00:00,Fashion,Kemeja Casual,250000,2,Midtrans - QRIS,Pending,500000,2026-06,Tuesday
ORD-10752,2026-04-19 01:00:00,Gadgets,Smartwatch,1200000,3,Credit Card,Paid,3600000,2026-04,Sunday
ORD-10753,2026-06-29 04:00:00,Fashion,Kemeja Casual,250000,2,Midtrans - QRIS,Paid,500000,2026-06,Monday
ORD-10754,2026-06-09 02:00:00,Fashion,Kemeja Casual,250000,3,Midtrans - QRIS,Failed,750000,2026-06,Tuesday
ORD-10755,2026-06-22 10:00:00,Electronics,Laptop,8500000,2,Midtrans - QRIS,Paid,17000000,2026-06,Monday
ORD-10756,2026-06-09 07:00:00,Home & Living,Lampu Meja,150000,2,Credit Card,Paid,300000,2026-06,Tuesday
ORD-10757,2026-06-18 10:00:00,Electronics,Laptop,8500000,2,Midtrans - Bank Transfer,Paid,17000000,2026-06,Thursday
ORD-10758,2026-03-21 10:00:00,Accessories,Headphone Bluetooth,450000,2,Midtrans - QRIS,Paid,900000,2026-03,Saturday
ORD-10759,2026-02-01 16:00:00,Gadgets,Smartwatch,1200000,3,Midtrans - QRIS,Paid,3600000,2026-02,Sunday
ORD-10760,2026-05-24 13:00:00,Accessories,Headphone Bluetooth,450000,3,Credit Card,Paid,1350000,2026-05,Sunday
ORD-10761,2026-02-07 11:00:00,Gadgets,Smartwatch,1200000,2,Midtrans - Bank Transfer,Paid,2400000,2026-02,Saturday
ORD-10762,2026-07-05 15:00:00,Electronics,Laptop,8500000,1,Midtrans - Bank Transfer,Paid,8500000,2026-07,Sunday
ORD-10763,2026-05-03 19:00:00,Accessories,Headphone Bluetooth,450000,1,E-Wallet,Paid,450000,2026-05,Sunday
ORD-10764,2026-03-13 15:00:00,Accessories,Headphone Bluetooth,450000,2,Midtrans - QRIS,Paid,900000,2026-03,Friday
ORD-10765,2026-01-12 16:00:00,Electronics,Laptop,8500000,2,Credit Card,Paid,17000000,2026-01,Monday
ORD-10766,2026-05-17 02:00:00,Accessories,Headphone Bluetooth,450000,3,E-Wallet,Paid,1350000,2026-05,Sunday
ORD-10767,2026-03-20 15:00:00,Fashion,Kemeja Casual,250000,2,E-Wallet,Paid,500000,2026-03,Friday
ORD-10768,2026-05-17 02:00:00,Accessories,Headphone Bluetooth,450000,2,E-Wallet,Paid,900000,2026-05,Sunday
ORD-10769,2026-01-28 18:00:00,Gadgets,Smartwatch,1200000,3,Midtrans - Bank Transfer,Paid,3600000,2026-01,Wednesday
ORD-10770,2026-06-24 12:00:00,Accessories,Headphone Bluetooth,450000,2,Credit Card,Failed,900000,2026-06,Wednesday
ORD-10771,2026-01-28 23:00:00,Home & Living,Lampu Meja,150000,3,Credit Card,Paid,450000,2026-01,Wednesday
ORD-10772,2026-03-24 01:00:00,Accessories,Headphone Bluetooth,450000,1,Credit Card,Paid,450000,2026-03,Tuesday
ORD-10773,2026-06-23 04:00:00,Home & Living,Lampu Meja,150000,1,Credit Card,Paid,150000,2026-06,Tuesday
ORD-10774,2026-05-11 02:00:00,Gadgets,Smartwatch,1200000,1,Credit Card,Paid,1200000,2026-05,Monday
ORD-10775,2026-08-02 12:00:00,Fashion,Kemeja Casual,250000,1,E-Wallet,Paid,250000,2026-08,Sunday
ORD-10776,2026-07-15 19:00:00,Home & Living,Lampu Meja,150000,2,Credit Card,Pending,300000,2026-07,Wednesday
ORD-10777,2026-07-19 01:00:00,Accessories,Headphone Bluetooth,450000,1,Midtrans - Bank Transfer,Paid,450000,2026-07,Sunday
ORD-10778,2026-06-12 12:00:00,Electronics,Laptop,8500000,1,Midtrans - Bank Transfer,Paid,8500000,2026-06,Friday
ORD-10779,2026-01-22 19:00:00,Home & Living,Lampu Meja,150000,2,Midtrans - QRIS,Paid,300000,2026-01,Thursday
ORD-10780,2026-04-10 17:00:00,Electronics,Laptop,8500000,3,Credit Card,Pending,25500000,2026-04,Friday
ORD-10781,2026-05-10 21:00:00,Fashion,Kemeja Casual,250000,3,E-Wallet,Paid,750000,2026-05,Sunday
ORD-10782,2026-04-19 01:00:00,Home & Living,Lampu Meja,150000,1,Credit Card,Paid,150000,2026-04,Sunday
ORD-10783,2026-03-24 00:00:00,Fashion,Kemeja Casual,250000,2,Midtrans - Bank Transfer,Paid,500000,2026-03,Tuesday
ORD-10784,2026-08-05 13:00:00,Electronics,Laptop,8500000,2,Credit Card,Pending,17000000,2026-08,Wednesday
ORD-10785,2026-03-15 01:00:00,Accessories,Headphone Bluetooth,450000,2,Credit Card,Paid,900000,2026-03,Sunday
ORD-10786,2026-04-06 16:00:00,Fashion,Kemeja Casual,250000,3,Credit Card,Paid,750000,2026-04,Monday
ORD-10787,2026-08-07 08:00:00,Accessories,Headphone Bluetooth,450000,3,Midtrans - Bank Transfer,Paid,1350000,2026-08,Friday
ORD-10788,2026-04-05 05:00:00,Electronics,Laptop,8500000,1,Midtrans - QRIS,Paid,8500000,2026-04,Sunday
ORD-10789,2026-04-06 06:00:00,Home & Living,Lampu Meja,150000,1,E-Wallet,Paid,150000,2026-04,Monday
ORD-10790,2026-08-04 15:00:00,Electronics,Laptop,8500000,3,E-Wallet,Paid,25500000,2026-08,Tuesday
ORD-10791,2026-06-25 02:00:00,Fashion,Kemeja Casual,250000,3,Midtrans - Bank Transfer,Paid,750000,2026-06,Thursday
ORD-10792,2026-04-30 22:00:00,Fashion,Kemeja Casual,250000,2,E-Wallet,Paid,500000,2026-04,Thursday
ORD-10793,2026-06-22 15:00:00,Home & Living,Lampu Meja,150000,3,Credit Card,Paid,450000,2026-06,Monday
ORD-10794,2026-06-01 20:00:00,Gadgets,Smartwatch,1200000,2,Midtrans - QRIS,Paid,2400000,2026-06,Monday
ORD-10795,2026-07-04 16:00:00,Fashion,Kemeja Casual,250000,2,Midtrans - Bank Transfer,Paid,500000,2026-07,Saturday
ORD-10796,2026-08-03 09:00:00,Accessories,Headphone Bluetooth,450000,1,Midtrans - QRIS,Paid,450000,2026-08,Monday
ORD-10797,2026-03-27 15:00:00,Fashion,Kemeja Casual,250000,3,E-Wallet,Paid,750000,2026-03,Friday
ORD-10798,2026-07-16 16:00:00,Home & Living,Lampu Meja,150000,2,E-Wallet,Paid,300000,2026-07,Thursday
ORD-10799,2026-02-23 04:00:00,Fashion,Kemeja Casual,250000,2,Midtrans - Bank Transfer,Paid,500000,2026-02,Monday
ORD-10800,2026-04-26 06:00:00,Gadgets,Smartwatch,1200000,3,E-Wallet,Paid,3600000,2026-04,Sunday
ORD-10801,2026-01-13 14:00:00,Home & Living,Lampu Meja,150000,3,E-Wallet,Paid,450000,2026-01,Tuesday
ORD-10802,2026-01-27 14:00:00,Home & Living,Lampu Meja,150000,1,Credit Card,Paid,150000,2026-01,Tuesday
ORD-10803,2026-01-03 07:00:00,Electronics,Laptop,8500000,3,Credit Card,Paid,25500000,2026-01,Saturday
ORD-10804,2026-07-20 21:00:00,Fashion,Kemeja Casual,250000,1,Credit Card,Paid,250000,2026-07,Monday
ORD-10805,2026-01-22 21:00:00,Electronics,Laptop,8500000,3,Credit Card,Paid,25500000,2026-01,Thursday
ORD-10806,2026-07-10 09:00:00,Gadgets,Smartwatch,1200000,3,Midtrans - Bank Transfer,Failed,3600000,2026-07,Friday
ORD-10807,2026-06-21 19:00:00,Electronics,Laptop,8500000,1,E-Wallet,Paid,8500000,2026-06,Sunday
ORD-10808,2026-03-30 13:00:00,Accessories,Headphone Bluetooth,450000,3,Midtrans - QRIS,Paid,1350000,2026-03,Monday
ORD-10809,2026-05-17 23:00:00,Fashion,Kemeja Casual,250000,3,E-Wallet,Paid,750000,2026-05,Sunday
ORD-10810,2026-01-16 04:00:00,Home & Living,Lampu Meja,150000,2,Midtrans - QRIS,Pending,300000,2026-01,Friday
ORD-10811,2026-07-12 13:00:00,Gadgets,Smartwatch,1200000,3,Midtrans - Bank Transfer,Paid,3600000,2026-07,Sunday
ORD-10812,2026-07-27 10:00:00,Accessories,Headphone Bluetooth,450000,2,Midtrans - Bank Transfer,Failed,900000,2026-07,Monday
ORD-10813,2026-08-02 14:00:00,Gadgets,Smartwatch,1200000,3,E-Wallet,Paid,3600000,2026-08,Sunday
ORD-10814,2026-08-02 10:00:00,Accessories,Headphone Bluetooth,450000,2,E-Wallet,Paid,900000,2026-08,Sunday
ORD-10815,2026-03-10 14:00:00,Gadgets,Smartwatch,1200000,1,E-Wallet,Paid,1200000,2026-03,Tuesday
ORD-10816,2026-02-08 06:00:00,Gadgets,Smartwatch,1200000,1,Midtrans - QRIS,Paid,1200000,2026-02,Sunday
ORD-10817,2026-04-27 13:00:00,Fashion,Kemeja Casual,250000,2,Credit Card,Failed,500000,2026-04,Monday
ORD-10818,2026-03-05 19:00:00,Fashion,Kemeja Casual,250000,3,Credit Card,Paid,750000,2026-03,Thursday
ORD-10819,2026-05-20 09:00:00,Accessories,Headphone Bluetooth,450000,2,Midtrans - QRIS,Paid,900000,2026-05,Wednesday
ORD-10820,2026-03-21 10:00:00,Home & Living,Lampu Meja,150000,2,Credit Card,Paid,300000,2026-03,Saturday
ORD-10821,2026-05-09 14:00:00,Fashion,Kemeja Casual,250000,1,Credit Card,Paid,250000,2026-05,Saturday
ORD-10822,2026-07-10 20:00:00,Fashion,Kemeja Casual,250000,1,Midtrans - QRIS,Paid,250000,2026-07,Friday
ORD-10823,2026-03-28 11:00:00,Fashion,Kemeja Casual,250000,3,E-Wallet,Paid,750000,2026-03,Saturday
ORD-10824,2026-01-30 17:00:00,Fashion,Kemeja Casual,250000,3,Credit Card,Paid,750000,2026-01,Friday
ORD-10825,2026-02-14 06:00:00,Accessories,Headphone Bluetooth,450000,1,E-Wallet,Paid,450000,2026-02,Saturday
ORD-10826,2026-03-24 08:00:00,Gadgets,Smartwatch,1200000,2,Credit Card,Paid,2400000,2026-03,Tuesday
ORD-10827,2026-02-24 00:00:00,Accessories,Headphone Bluetooth,450000,1,Credit Card,Paid,450000,2026-02,Tuesday
ORD-10828,2026-01-06 05:00:00,Home & Living,Lampu Meja,150000,3,Midtrans - Bank Transfer,Paid,450000,2026-01,Tuesday
ORD-10829,2026-07-13 00:00:00,Fashion,Kemeja Casual,250000,3,Credit Card,Paid,750000,2026-07,Monday
ORD-10830,2026-05-30 20:00:00,Electronics,Laptop,8500000,2,E-Wallet,Paid,17000000,2026-05,Saturday
ORD-10831,2026-05-17 19:00:00,Electronics,Laptop,8500000,1,Midtrans - Bank Transfer,Paid,8500000,2026-05,Sunday
ORD-10832,2026-03-08 19:00:00,Accessories,Headphone Bluetooth,450000,1,E-Wallet,Paid,450000,2026-03,Sunday
ORD-10833,2026-01-03 18:00:00,Gadgets,Smartwatch,1200000,3,E-Wallet,Paid,3600000,2026-01,Saturday
ORD-10834,2026-01-10 16:00:00,Home & Living,Lampu Meja,150000,2,Credit Card,Paid,300000,2026-01,Saturday
ORD-10835,2026-03-31 20:00:00,Gadgets,Smartwatch,1200000,1,Midtrans - QRIS,Paid,1200000,2026-03,Tuesday
ORD-10836,2026-02-18 17:00:00,Home & Living,Lampu Meja,150000,1,Midtrans - QRIS,Paid,150000,2026-02,Wednesday
ORD-10837,2026-03-31 22:00:00,Accessories,Headphone Bluetooth,450000,2,E-Wallet,Paid,900000,2026-03,Tuesday
ORD-10838,2026-06-25 06:00:00,Electronics,Laptop,8500000,2,Midtrans - QRIS,Paid,17000000,2026-06,Thursday
ORD-10839,2026-03-04 05:00:00,Fashion,Kemeja Casual,250000,3,E-Wallet,Paid,750000,2026-03,Wednesday
ORD-10840,2026-07-16 14:00:00,Electronics,Laptop,8500000,3,Credit Card,Paid,25500000,2026-07,Thursday
ORD-10841,2026-06-16 23:00:00,Accessories,Headphone Bluetooth,450000,2,E-Wallet,Paid,900000,2026-06,Tuesday
ORD-10842,2026-04-14 00:00:00,Electronics,Laptop,8500000,3,Midtrans - QRIS,Paid,25500000,2026-04,Tuesday
ORD-10843,2026-04-21 20:00:00,Gadgets,Smartwatch,1200000,3,Credit Card,Paid,3600000,2026-04,Tuesday
ORD-10844,2026-04-25 03:00:00,Accessories,Headphone Bluetooth,450000,1,Credit Card,Paid,450000,2026-04,Saturday
